,,Title,Artist,Genre,Lyric,Lyric_ver2,preprocess_Lyric_ver2,Emotion,Proba
11,11,혼자가 아닌 나,정효빈,발라드,"<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							이제 다시 울지 않겠어<br/>더는 슬퍼하지 않아<br/>다신 외로움에 슬픔에<br/>난 흔들리지 않겠어<br/>더는 약해지지 않을게<br/>많이 아파도 웃을 거야<br/>그런 내가 더 슬퍼 보여도<br/>날 위로하지 마<br/>가끔 나 욕심이 많아서<br/>울어야 했는지 몰라<br/>행복은 늘<br/>멀리 있을 때 커 보이는 걸<br/>힘이 들 땐 하늘을 봐<br/>나는 항상 혼자가 아니야<br/>비가 와도 모진 바람 불어도<br/>다시 햇살은 비추니까<br/>눈물 나게 아픈 날엔<br/>크게 한 번만 소리를 질러봐<br/>내게 오려던 연약한 슬픔이<br/>또 달아날 수 있게<br/>가끔 어제가 후회돼도<br/>나 지금 사는 오늘이<br/>내일 보면<br/>어제가 되는 하루 일 테니<br/>힘이 들 땐 하늘을 봐<br/>나는 항상 혼자가 아니야<br/>비가 와도 모진 바람 불어도<br/>다시 햇살은 비추니까<br/>눈물 나게 아픈 날엔<br/>크게 한 번만 소리를 질러봐<br/>내게 오려던 연약한 슬픔이<br/>또 달아날 수 있게<br/>앞만 보고 걸어갈게<br/>때론 혼자서 뛰어라도 갈게<br/>내게 멈추던 조그만 슬픔도<br/>날 따라오지 않게<br/>
</div>",이제 다시 울지 않겠어 더는 슬퍼하지 않아 다신 외로움에 슬픔에 난 흔들리지 않겠어 더는 약해지지 않을게 많이 아파도 웃을 거야 그런 내가 더 슬퍼 보여도 날 위로하지 마 가끔 나 욕심이 많아서 울어야 했는지 몰라 행복은 늘 멀리 있을 때 커 보이는 걸 힘이 들 땐 하늘을 봐 나는 항상 혼자가 아니야 비가 와도 모진 바람 불어도 다시 햇살은 비추니까 눈물 나게 아픈 날엔 크게 한 번만 소리를 질러봐 내게 오려던 연약한 슬픔이 또 달아날 수 있게 가끔 어제가 후회돼도 나 지금 사는 오늘이 내일 보면 어제가 되는 하루 일 테니 힘이 들 땐 하늘을 봐 나는 항상 혼자가 아니야 비가 와도 모진 바람 불어도 다시 햇살은 비추니까 눈물 나게 아픈 날엔 크게 한 번만 소리를 질러봐 내게 오려던 연약한 슬픔이 또 달아날 수 있게 앞만 보고 걸어갈게 때론 혼자서 뛰어라도 갈게 내게 멈추던 조그만 슬픔도 날 따라오지 않게,"['이제 다시 울지 않겠어', '더는 슬퍼하지 않아', '다신 외로움에 슬픔에', '난 흔들리지 않겠어', '더는 약해지지 않을게', '많이 아파도 웃을 거야', '그런 내가 더 슬퍼 보여도', '날 위로하지 마', '가끔 나 욕심이 많아서', '울어야 했는지 몰라', '행복은 늘', '멀리 있을 때 커 보이는 걸', '힘이 들 땐 하늘을 봐', '나는 항상 혼자가 아니야', '비가 와도 모진 바람 불어도', '다시 햇살은 비추니까', '눈물 나게 아픈 날엔', '크게 한 번만 소리를 질러봐', '내게 오려던 연약한 슬픔이', '또 달아날 수 있게', '가끔 어제가 후회돼도', '나 지금 사는 오늘이', '내일 보면', '어제가 되는 하루 일 테니', '힘이 들 땐 하늘을 봐', '나는 항상 혼자가 아니야', '비가 와도 모진 바람 불어도', '다시 햇살은 비추니까', '눈물 나게 아픈 날엔', '크게 한 번만 소리를 질러봐', '내게 오려던 연약한 슬픔이', '또 달아날 수 있게', '앞만 보고 걸어갈게', '때론 혼자서 뛰어라도 갈게', '내게 멈추던 조그만 슬픔도', '날 따라오지 않게', '']",분노혐오,0.92
25,25,밤하늘의 별을(2020),경서,발라드,"<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							밤하늘의 별을 따서 너에게 줄래 <br/>너는 내가 사랑하니까 <br/>더 소중하니까 <br/>오직 너 아니면 안 된다고 <br/>외치고 싶어 그저 <br/>내 곁에만 있어줘 <br/>떠나지 말아줘 <br/>참 많이 어색했었죠 널 처음 만난 날 <br/>멀리서 좋아하다가 들킨 사람처럼 <br/>숨이 가득 차올라서 <br/>아무 말 하지 못했는데 <br/>너는 말 없이 웃으며 내 손 잡아줬죠 <br/>밤하늘의 별을 따서 너에게 줄래 <br/>너는 내가 사랑하니까 <br/>더 소중하니까 <br/>오직 너 아니면 안 된다고 <br/>외치고 싶어 <br/>그저 내 곁에만 있어줘 <br/>떠나지 말아줘 <br/>널 좋아하는 내 마음이 표현이 안 돼 <br/>꿈이 아니면 좋겠어 자꾸 웃음 나와 <br/>내 모든 걸 다 준대도 <br/>너에겐 아깝질 않아 <br/>이 순간이 영원하길 난 정말 행복해 <br/>밤하늘의 별을 따서 너에게 줄래 <br/>너는 내가 사랑하니까 <br/>더 소중하니까 <br/>오직 너 아니면 안 된다고 <br/>외치고 싶어 <br/>그저 내 곁에만 있어줘 <br/>떠나지 말아줘 <br/>그저 내 곁에만 있어줘 <br/>떠나지 말아줘 <br/>많고 많은 사람 중에 <br/>너를 만나서 행복하고 싶어 <br/>두 번 다시 울지 않을래 <br/>오직 내 눈에는 너만 보여 <br/>나를 아껴줘 이제부터 <br/>혼자가 아니야 우린 함께니까 <br/>나나나 난난 난난나 <br/>나나나 난난 난난나 <br/>나 나나나 난난 난난나 나나난나 <br/>나나나 난난 난난나<br/>나나나 난난 난난나<br/>나 나나나 난난 난난나 나나난나<br/>
</div>",밤하늘의 별을 따서 너에게 줄래  너는 내가 사랑하니까  더 소중하니까  오직 너 아니면 안 된다고  외치고 싶어 그저  내 곁에만 있어줘  떠나지 말아줘  참 많이 어색했었죠 널 처음 만난 날  멀리서 좋아하다가 들킨 사람처럼  숨이 가득 차올라서  아무 말 하지 못했는데  너는 말 없이 웃으며 내 손 잡아줬죠  밤하늘의 별을 따서 너에게 줄래  너는 내가 사랑하니까  더 소중하니까  오직 너 아니면 안 된다고  외치고 싶어  그저 내 곁에만 있어줘  떠나지 말아줘  널 좋아하는 내 마음이 표현이 안 돼  꿈이 아니면 좋겠어 자꾸 웃음 나와  내 모든 걸 다 준대도  너에겐 아깝질 않아  이 순간이 영원하길 난 정말 행복해  밤하늘의 별을 따서 너에게 줄래  너는 내가 사랑하니까  더 소중하니까  오직 너 아니면 안 된다고  외치고 싶어  그저 내 곁에만 있어줘  떠나지 말아줘  그저 내 곁에만 있어줘  떠나지 말아줘  많고 많은 사람 중에  너를 만나서 행복하고 싶어  두 번 다시 울지 않을래  오직 내 눈에는 너만 보여  나를 아껴줘 이제부터  혼자가 아니야 우린 함께니까  나나나 난난 난난나  나나나 난난 난난나  나 나나나 난난 난난나 나나난나  나나나 난난 난난나 나나나 난난 난난나 나 나나나 난난 난난나 나나난나,"['밤하늘의 별을 따서 너에게 줄래 ', '너는 내가 사랑하니까 ', '더 소중하니까 ', '오직 너 아니면 안 된다고 ', '외치고 싶어 그저 ', '내 곁에만 있어줘 ', '떠나지 말아줘 ', '참 많이 어색했었죠 널 처음 만난 날 ', '멀리서 좋아하다가 들킨 사람처럼 ', '숨이 가득 차올라서 ', '아무 말 하지 못했는데 ', '너는 말 없이 웃으며 내 손 잡아줬죠 ', '밤하늘의 별을 따서 너에게 줄래 ', '너는 내가 사랑하니까 ', '더 소중하니까 ', '오직 너 아니면 안 된다고 ', '외치고 싶어 ', '그저 내 곁에만 있어줘 ', '떠나지 말아줘 ', '널 좋아하는 내 마음이 표현이 안 돼 ', '꿈이 아니면 좋겠어 자꾸 웃음 나와 ', '내 모든 걸 다 준대도 ', '너에겐 아깝질 않아 ', '이 순간이 영원하길 난 정말 행복해 ', '밤하늘의 별을 따서 너에게 줄래 ', '너는 내가 사랑하니까 ', '더 소중하니까 ', '오직 너 아니면 안 된다고 ', '외치고 싶어 ', '그저 내 곁에만 있어줘 ', '떠나지 말아줘 ', '그저 내 곁에만 있어줘 ', '떠나지 말아줘 ', '많고 많은 사람 중에 ', '너를 만나서 행복하고 싶어 ', '두 번 다시 울지 않을래 ', '오직 내 눈에는 너만 보여 ', '나를 아껴줘 이제부터 ', '혼자가 아니야 우린 함께니까 ', '나나나 난난 난난나 ', '나나나 난난 난난나 ', '나 나나나 난난 난난나 나나난나 ', '나나나 난난 난난나', '나나나 난난 난난나', '나 나나나 난난 난난나 나나난나', '']",분노혐오,0.87
26,26,그대라는 사치,임창정,발라드,"<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							그림 같은 집이 뭐 별거겠어요<br/>어느 곳이든 그대가 있다면<br/>그게 그림이죠<br/>빛나는 하루가 뭐 별거겠어요<br/>어떤 하루던 그대 함께라면<br/>뭐가 필요하죠<br/>나 그대가 있지만<br/>힘든 세상이 아니라<br/>힘든 세상 이지만<br/>곁에 그대가 있음을 깨닫고<br/>또 감사해요 또 기도해요<br/>내 곁에서 변치 않고<br/>영원하길 기도 드리죠<br/>무려 우리 함께 눈뜨는 아침과<br/>매일 그댈 만나 돌아오는 집 앞<br/>나 만의 그대, 나의 그대,<br/>내겐 사치라는걸<br/>과분한 입맞춤에 취해 잠이 드는 일<br/>그래 사치, 그댄 사치, 내겐 사치<br/>사랑이란 말이 뭐 별거겠어요<br/>그저 이렇게 보고만 있어도<br/>입에서 맴돌죠<br/>나 그대가 있지만<br/>거친 세상이 아니라<br/>거친 세상 이지만<br/>내겐 그대가 있음을 깨닫고<br/>또 다짐하죠 또 약속하죠<br/>그대 곁에 변치않고<br/>영원하길 약속할게요<br/>무려 우리 함께 눈뜨는 아침과<br/>매일 그댈 만나 돌아오는 집 앞<br/>나 만의 그대, 나의 그대,<br/>내겐 사치 라는걸<br/>과분한 입맞춤에 취해 잠이 드는 일<br/>내가 상상하고 꿈꾸던 사람 그대<br/>정말 사랑하고 있다고<br/>나 말 할 수 있어서<br/>믿을 수 없어, 정말 믿을 수 없어<br/>내가 어떻게 내가 감히<br/>사랑할 수 있는지 말야<br/>무려 우리 함께 잠드는 이 밤과<br/>매일 나를 위해 차려진 이 식탁<br/>나 만의 그대, 나의 그대,<br/>내겐 사치 라는걸<br/>과분한 입맞춤에 취해 잠에 드는 일<br/>그래 사치, 그댄 사치, 내겐 사치<br/>
</div>",그림 같은 집이 뭐 별거겠어요 어느 곳이든 그대가 있다면 그게 그림이죠 빛나는 하루가 뭐 별거겠어요 어떤 하루던 그대 함께라면 뭐가 필요하죠 나 그대가 있지만 힘든 세상이 아니라 힘든 세상 이지만 곁에 그대가 있음을 깨닫고 또 감사해요 또 기도해요 내 곁에서 변치 않고 영원하길 기도 드리죠 무려 우리 함께 눈뜨는 아침과 매일 그댈 만나 돌아오는 집 앞 나 만의 그대 나의 그대 내겐 사치라는걸 과분한 입맞춤에 취해 잠이 드는 일 그래 사치 그댄 사치 내겐 사치 사랑이란 말이 뭐 별거겠어요 그저 이렇게 보고만 있어도 입에서 맴돌죠 나 그대가 있지만 거친 세상이 아니라 거친 세상 이지만 내겐 그대가 있음을 깨닫고 또 다짐하죠 또 약속하죠 그대 곁에 변치않고 영원하길 약속할게요 무려 우리 함께 눈뜨는 아침과 매일 그댈 만나 돌아오는 집 앞 나 만의 그대 나의 그대 내겐 사치 라는걸 과분한 입맞춤에 취해 잠이 드는 일 내가 상상하고 꿈꾸던 사람 그대 정말 사랑하고 있다고 나 말 할 수 있어서 믿을 수 없어 정말 믿을 수 없어 내가 어떻게 내가 감히 사랑할 수 있는지 말야 무려 우리 함께 잠드는 이 밤과 매일 나를 위해 차려진 이 식탁 나 만의 그대 나의 그대 내겐 사치 라는걸 과분한 입맞춤에 취해 잠에 드는 일 그래 사치 그댄 사치 내겐 사치,"['그림 같은 집이 뭐 별거겠어요', '어느 곳이든 그대가 있다면', '그게 그림이죠', '빛나는 하루가 뭐 별거겠어요', '어떤 하루던 그대 함께라면', '뭐가 필요하죠', '나 그대가 있지만', '힘든 세상이 아니라', '힘든 세상 이지만', '곁에 그대가 있음을 깨닫고', '또 감사해요 또 기도해요', '내 곁에서 변치 않고', '영원하길 기도 드리죠', '무려 우리 함께 눈뜨는 아침과', '매일 그댈 만나 돌아오는 집 앞', '나 만의 그대, 나의 그대,', '내겐 사치라는걸', '과분한 입맞춤에 취해 잠이 드는 일', '그래 사치, 그댄 사치, 내겐 사치', '사랑이란 말이 뭐 별거겠어요', '그저 이렇게 보고만 있어도', '입에서 맴돌죠', '나 그대가 있지만', '거친 세상이 아니라', '거친 세상 이지만', '내겐 그대가 있음을 깨닫고', '또 다짐하죠 또 약속하죠', '그대 곁에 변치않고', '영원하길 약속할게요', '무려 우리 함께 눈뜨는 아침과', '매일 그댈 만나 돌아오는 집 앞', '나 만의 그대, 나의 그대,', '내겐 사치 라는걸', '과분한 입맞춤에 취해 잠이 드는 일', '내가 상상하고 꿈꾸던 사람 그대', '정말 사랑하고 있다고', '나 말 할 수 있어서', '믿을 수 없어, 정말 믿을 수 없어', '내가 어떻게 내가 감히', '사랑할 수 있는지 말야', '무려 우리 함께 잠드는 이 밤과', '매일 나를 위해 차려진 이 식탁', '나 만의 그대, 나의 그대,', '내겐 사치 라는걸', '과분한 입맞춤에 취해 잠에 드는 일', '그래 사치, 그댄 사치, 내겐 사치', '']",분노혐오,0.9
47,47,세상에 없는 계절,임재현,"발라드, 인디음악","<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							오랜만에 니 소식을 들었어<br/>새로운 사람과 시작했다는<br/>니가 꿈꾸던 행복한 삶을 줄 수 있는<br/>멋있고 다정한 사람이겠지<br/>니 앞에 성공해 다시 서서<br/>우린 아직 끝난 게 아니라고<br/>말하는 날을 기다렸는데<br/>그 시간이 오기 전에<br/>널 보내는 게 너무 아쉽지만<br/>내 생에 한번 있었던 행운은 너라고<br/>세상에 없던 계절 그게 너였다고<br/>꽃처럼 예쁘고 봄처럼 웃어주던 너지만<br/>내 곁을 떠나야 행복한 너인데<br/>나 마지막으로 부탁 하나만 할게<br/>우는 건 내가 할게 넌 웃기만 해줘<br/>행복하길 바래 다시는 아프지 않기를<br/>그리고 가끔은 내 생각 떠올려 주기를<br/>그때의 뭐를 보고 날 좋아해 줬을까<br/>가진 것 없는 초라한 내 곁에 잠시라도<br/>있어줘서 고마워 내가 못해준 것까지<br/>그가 너에게 해주길 행복하길<br/>내 생에 한번 있었던 행운은 너라고<br/>세상에 없던 계절 그게 너였다고<br/>꽃처럼 예쁘고 눈처럼 눈부셨던 너지만<br/>내 곁을 떠나야 행복한 너인데<br/>나 마지막으로 부탁 하나만 할게<br/>우는 건 내가 할게 넌 웃기만 해줘<br/>행복하길 바라 다시는 아프지 않기를<br/>그리고 가끔은 내 생각 떠올려 주기를<br/>왜 난 너를 좋아했어야만 했던 걸까<br/>이 마음이 자라는 걸 막을 수 없었을까<br/>걱정 마 나도 너처럼 이제는 좋은 사람<br/>찾을 거야 마치 너 같은 그런 사람을<br/>다시 시작하잔 말 너를 사랑한단 말<br/>아껴둔 그 말 이젠 나 혼자 삼킬게<br/>고마웠어 보잘것없던 내 삶에 머물러준<br/>아름다운 너에게 말야<br/>
</div>",오랜만에 니 소식을 들었어 새로운 사람과 시작했다는 니가 꿈꾸던 행복한 삶을 줄 수 있는 멋있고 다정한 사람이겠지 니 앞에 성공해 다시 서서 우린 아직 끝난 게 아니라고 말하는 날을 기다렸는데 그 시간이 오기 전에 널 보내는 게 너무 아쉽지만 내 생에 한번 있었던 행운은 너라고 세상에 없던 계절 그게 너였다고 꽃처럼 예쁘고 봄처럼 웃어주던 너지만 내 곁을 떠나야 행복한 너인데 나 마지막으로 부탁 하나만 할게 우는 건 내가 할게 넌 웃기만 해줘 행복하길 바래 다시는 아프지 않기를 그리고 가끔은 내 생각 떠올려 주기를 그때의 뭐를 보고 날 좋아해 줬을까 가진 것 없는 초라한 내 곁에 잠시라도 있어줘서 고마워 내가 못해준 것까지 그가 너에게 해주길 행복하길 내 생에 한번 있었던 행운은 너라고 세상에 없던 계절 그게 너였다고 꽃처럼 예쁘고 눈처럼 눈부셨던 너지만 내 곁을 떠나야 행복한 너인데 나 마지막으로 부탁 하나만 할게 우는 건 내가 할게 넌 웃기만 해줘 행복하길 바라 다시는 아프지 않기를 그리고 가끔은 내 생각 떠올려 주기를 왜 난 너를 좋아했어야만 했던 걸까 이 마음이 자라는 걸 막을 수 없었을까 걱정 마 나도 너처럼 이제는 좋은 사람 찾을 거야 마치 너 같은 그런 사람을 다시 시작하잔 말 너를 사랑한단 말 아껴둔 그 말 이젠 나 혼자 삼킬게 고마웠어 보잘것없던 내 삶에 머물러준 아름다운 너에게 말야,"['오랜만에 니 소식을 들었어', '새로운 사람과 시작했다는', '니가 꿈꾸던 행복한 삶을 줄 수 있는', '멋있고 다정한 사람이겠지', '니 앞에 성공해 다시 서서', '우린 아직 끝난 게 아니라고', '말하는 날을 기다렸는데', '그 시간이 오기 전에', '널 보내는 게 너무 아쉽지만', '내 생에 한번 있었던 행운은 너라고', '세상에 없던 계절 그게 너였다고', '꽃처럼 예쁘고 봄처럼 웃어주던 너지만', '내 곁을 떠나야 행복한 너인데', '나 마지막으로 부탁 하나만 할게', '우는 건 내가 할게 넌 웃기만 해줘', '행복하길 바래 다시는 아프지 않기를', '그리고 가끔은 내 생각 떠올려 주기를', '그때의 뭐를 보고 날 좋아해 줬을까', '가진 것 없는 초라한 내 곁에 잠시라도', '있어줘서 고마워 내가 못해준 것까지', '그가 너에게 해주길 행복하길', '내 생에 한번 있었던 행운은 너라고', '세상에 없던 계절 그게 너였다고', '꽃처럼 예쁘고 눈처럼 눈부셨던 너지만', '내 곁을 떠나야 행복한 너인데', '나 마지막으로 부탁 하나만 할게', '우는 건 내가 할게 넌 웃기만 해줘', '행복하길 바라 다시는 아프지 않기를', '그리고 가끔은 내 생각 떠올려 주기를', '왜 난 너를 좋아했어야만 했던 걸까', '이 마음이 자라는 걸 막을 수 없었을까', '걱정 마 나도 너처럼 이제는 좋은 사람', '찾을 거야 마치 너 같은 그런 사람을', '다시 시작하잔 말 너를 사랑한단 말', '아껴둔 그 말 이젠 나 혼자 삼킬게', '고마웠어 보잘것없던 내 삶에 머물러준', '아름다운 너에게 말야', '']",분노혐오,0.46
80,80,다시 와주라,노을,발라드,"<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							잊혀질 만할 때면<br/>지워질 만할 때면<br/>가끔 네가 생각나<br/>날 괴롭히더라<br/>듣기 싫은 너의 투정도<br/>사소한 말다툼도<br/>이제 와서 생각해 보니<br/>네가 내 사랑이더라<br/>너 다시 돌아와 주라<br/>꼭 다시 돌아와 주라<br/>아무리 미워도 아무리 싫어도<br/>널 기다리고 기다리는 내 곁으로<br/>너 다시 와주라<br/>지겨운 네 기억도<br/>피곤한 잔소리도<br/>이별 뒤에 그런 게<br/>더 생각나더라<br/>세월 지나 네 맘 변하면<br/>너 올 수 있을까<br/>오늘 하루 지나면 다시 제발<br/>나의 곁으로<br/>너 다시 돌아와 주라<br/>꼭 다시 돌아와 주라<br/>아무리 미워도 아무리 싫어도<br/>너 하나만을 기다리는 내 곁으로<br/>한 번만 돌아봐 주라<br/>한 번만 떠올려 주라<br/>그렇게 미워도 그렇게 싫어도<br/>너 하나만을 기다리는 내 모습을<br/>한 번만 기억해 주라<br/>나 다시 사랑해 주라<br/>꼭 다시 돌아와 주라<br/>한 번 더 생각해 주라<br/>내 생각 한 번 해 주라<br/>이렇게 아파하는 내 곁으로<br/>너 다시 돌아와 주라<br/>혹시 다른 사랑 한다 해도<br/>이미 다른 사랑 있다 해도<br/>꼭 다시 너 돌아와 주라<br/>너 다시 와 주라<br/>
</div>",잊혀질 만할 때면 지워질 만할 때면 가끔 네가 생각나 날 괴롭히더라 듣기 싫은 너의 투정도 사소한 말다툼도 이제 와서 생각해 보니 네가 내 사랑이더라 너 다시 돌아와 주라 꼭 다시 돌아와 주라 아무리 미워도 아무리 싫어도 널 기다리고 기다리는 내 곁으로 너 다시 와주라 지겨운 네 기억도 피곤한 잔소리도 이별 뒤에 그런 게 더 생각나더라 세월 지나 네 맘 변하면 너 올 수 있을까 오늘 하루 지나면 다시 제발 나의 곁으로 너 다시 돌아와 주라 꼭 다시 돌아와 주라 아무리 미워도 아무리 싫어도 너 하나만을 기다리는 내 곁으로 한 번만 돌아봐 주라 한 번만 떠올려 주라 그렇게 미워도 그렇게 싫어도 너 하나만을 기다리는 내 모습을 한 번만 기억해 주라 나 다시 사랑해 주라 꼭 다시 돌아와 주라 한 번 더 생각해 주라 내 생각 한 번 해 주라 이렇게 아파하는 내 곁으로 너 다시 돌아와 주라 혹시 다른 사랑 한다 해도 이미 다른 사랑 있다 해도 꼭 다시 너 돌아와 주라 너 다시 와 주라,"['잊혀질 만할 때면', '지워질 만할 때면', '가끔 네가 생각나', '날 괴롭히더라', '듣기 싫은 너의 투정도', '사소한 말다툼도', '이제 와서 생각해 보니', '네가 내 사랑이더라', '너 다시 돌아와 주라', '꼭 다시 돌아와 주라', '아무리 미워도 아무리 싫어도', '널 기다리고 기다리는 내 곁으로', '너 다시 와주라', '지겨운 네 기억도', '피곤한 잔소리도', '이별 뒤에 그런 게', '더 생각나더라', '세월 지나 네 맘 변하면', '너 올 수 있을까', '오늘 하루 지나면 다시 제발', '나의 곁으로', '너 다시 돌아와 주라', '꼭 다시 돌아와 주라', '아무리 미워도 아무리 싫어도', '너 하나만을 기다리는 내 곁으로', '한 번만 돌아봐 주라', '한 번만 떠올려 주라', '그렇게 미워도 그렇게 싫어도', '너 하나만을 기다리는 내 모습을', '한 번만 기억해 주라', '나 다시 사랑해 주라', '꼭 다시 돌아와 주라', '한 번 더 생각해 주라', '내 생각 한 번 해 주라', '이렇게 아파하는 내 곁으로', '너 다시 돌아와 주라', '혹시 다른 사랑 한다 해도', '이미 다른 사랑 있다 해도', '꼭 다시 너 돌아와 주라', '너 다시 와 주라', '']",분노혐오,0.84
86,86,고백연습,경서,발라드,"<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							토요일에 영화나 볼래<br/>새로 생긴 맛집도 가고<br/>시원한 아이스크림 들고서<br/>우리 같이 걸을래<br/>자전거로 한강에 갈래<br/>다정하게 사진도 찍고<br/>달달한 가을 멜로디<br/>밤새도록 들을래 너와<br/>사실 예전부터<br/>혼자서 좋아했던 너를<br/>난 알았어<br/>네가 찾아왔던 밤에<br/>어쩌면 우리가 될 거라 생각했어<br/>이상하게 나도 좋아져<br/>괜히 보고 싶어<br/>안녕 뭐해 있잖아, 우리 둘이<br/>토요일에 영화나 볼래<br/>새로 생긴 맛집도 가고<br/>시원한 아이스크림 들고서<br/>우리 같이 걸을래<br/>자전거로 한강에 갈래<br/>다정하게 사진도 찍고<br/>달달한 가을 멜로디<br/>밤새도록 들을래 너와<br/>취해 전화해서<br/>아무 말 늘어놓던 네가<br/>귀여웠어<br/>너를 기다리는 내가<br/>낯설어 한동안 겁이 나 망설였어<br/>요즘 따라 연락이 오면<br/>나도 보고 싶어<br/>지금 뭐해 있잖아, 우리 둘이<br/>토요일에 영화나 볼래<br/>새로 생긴 맛집도 가고<br/>시원한 아이스크림 들고서<br/>우리 같이 걸을래<br/>자전거로 한강에 갈래<br/>다정하게 사진도 찍고<br/>달달한 가을 멜로디<br/>밤새도록 들을래 너와<br/>가을밤 하늘<br/>별을 세다가<br/>이제 우리 둘이 우리 둘이 나나<br/>매일 밤 너와<br/>잠들고 싶어<br/>그래 우리 둘이 우리 둘이 나나<br/>장난스레 손잡아 줄래<br/>같은 색깔 티셔츠 입고<br/>시원한 아이스크림 들고서<br/>우리 같이 걸을래<br/>오늘 밤엔 너랑 있을래<br/>니 어깨에 기대도 보고<br/>달달한 가을 멜로디<br/>밤새도록 들을래 너와<br/>
</div>",토요일에 영화나 볼래 새로 생긴 맛집도 가고 시원한 아이스크림 들고서 우리 같이 걸을래 자전거로 한강에 갈래 다정하게 사진도 찍고 달달한 가을 멜로디 밤새도록 들을래 너와 사실 예전부터 혼자서 좋아했던 너를 난 알았어 네가 찾아왔던 밤에 어쩌면 우리가 될 거라 생각했어 이상하게 나도 좋아져 괜히 보고 싶어 안녕 뭐해 있잖아 우리 둘이 토요일에 영화나 볼래 새로 생긴 맛집도 가고 시원한 아이스크림 들고서 우리 같이 걸을래 자전거로 한강에 갈래 다정하게 사진도 찍고 달달한 가을 멜로디 밤새도록 들을래 너와 취해 전화해서 아무 말 늘어놓던 네가 귀여웠어 너를 기다리는 내가 낯설어 한동안 겁이 나 망설였어 요즘 따라 연락이 오면 나도 보고 싶어 지금 뭐해 있잖아 우리 둘이 토요일에 영화나 볼래 새로 생긴 맛집도 가고 시원한 아이스크림 들고서 우리 같이 걸을래 자전거로 한강에 갈래 다정하게 사진도 찍고 달달한 가을 멜로디 밤새도록 들을래 너와 가을밤 하늘 별을 세다가 이제 우리 둘이 우리 둘이 나나 매일 밤 너와 잠들고 싶어 그래 우리 둘이 우리 둘이 나나 장난스레 손잡아 줄래 같은 색깔 티셔츠 입고 시원한 아이스크림 들고서 우리 같이 걸을래 오늘 밤엔 너랑 있을래 니 어깨에 기대도 보고 달달한 가을 멜로디 밤새도록 들을래 너와,"['토요일에 영화나 볼래', '새로 생긴 맛집도 가고', '시원한 아이스크림 들고서', '우리 같이 걸을래', '자전거로 한강에 갈래', '다정하게 사진도 찍고', '달달한 가을 멜로디', '밤새도록 들을래 너와', '사실 예전부터', '혼자서 좋아했던 너를', '난 알았어', '네가 찾아왔던 밤에', '어쩌면 우리가 될 거라 생각했어', '이상하게 나도 좋아져', '괜히 보고 싶어', '안녕 뭐해 있잖아, 우리 둘이', '토요일에 영화나 볼래', '새로 생긴 맛집도 가고', '시원한 아이스크림 들고서', '우리 같이 걸을래', '자전거로 한강에 갈래', '다정하게 사진도 찍고', '달달한 가을 멜로디', '밤새도록 들을래 너와', '취해 전화해서', '아무 말 늘어놓던 네가', '귀여웠어', '너를 기다리는 내가', '낯설어 한동안 겁이 나 망설였어', '요즘 따라 연락이 오면', '나도 보고 싶어', '지금 뭐해 있잖아, 우리 둘이', '토요일에 영화나 볼래', '새로 생긴 맛집도 가고', '시원한 아이스크림 들고서', '우리 같이 걸을래', '자전거로 한강에 갈래', '다정하게 사진도 찍고', '달달한 가을 멜로디', '밤새도록 들을래 너와', '가을밤 하늘', '별을 세다가', '이제 우리 둘이 우리 둘이 나나', '매일 밤 너와', '잠들고 싶어', '그래 우리 둘이 우리 둘이 나나', '장난스레 손잡아 줄래', '같은 색깔 티셔츠 입고', '시원한 아이스크림 들고서', '우리 같이 걸을래', '오늘 밤엔 너랑 있을래', '니 어깨에 기대도 보고', '달달한 가을 멜로디', '밤새도록 들을래 너와', '']",분노혐오,0.8
